timestamp,studio_id,session_id,face_detected,pitch,yaw,roll,status
2026-04-06T17:06:51.205261,S01,SESSION_001,True,-9.54,-1.83,-0.15,head_down
2026-04-06T17:06:52.206324,S01,SESSION_001,True,-3.56,-3.36,-0.13,head_down
2026-04-06T17:06:53.238503,S01,SESSION_001,True,-1.41,-4.07,-0.11,head_down
2026-04-06T17:06:54.270504,S01,SESSION_001,True,-6.5,-2.44,-0.15,head_down
2026-04-06T17:06:55.277462,S01,SESSION_001,True,-1.22,-4.56,-0.14,head_down
2026-04-06T17:06:56.308428,S01,SESSION_001,True,2.4,-4.98,-0.13,facing_camera
2026-04-06T17:06:57.322427,S01,SESSION_001,True,0.41,-2.7,-0.17,facing_camera
2026-04-06T17:06:58.322993,S01,SESSION_001,True,-4.28,-1.96,-0.21,facing_camera
2026-04-06T17:11:36.253063,S01,SESSION_001,True,-5.65,-0.03,-0.12,facing_camera
2026-04-06T17:11:37.279038,S01,SESSION_001,True,-5.58,-2.63,-0.21,facing_camera
2026-04-06T17:11:38.284562,S01,SESSION_001,True,-5.26,-1.97,-0.22,facing_camera
2026-04-06T17:11:39.312635,S01,SESSION_001,True,-5.33,13.48,-0.45,facing_camera
2026-04-06T17:11:40.320638,S01,SESSION_001,False,0,0,0,not_detected
2026-04-06T17:11:41.330707,S01,SESSION_001,True,-6.86,14.45,-0.49,facing_camera
2026-04-06T17:11:42.353704,S01,SESSION_001,False,0,0,0,not_detected
2026-04-06T17:11:43.362723,S01,SESSION_001,True,-2.17,16.3,-0.43,not_facing_camera
2026-04-06T17:11:44.380934,S01,SESSION_001,True,-0.76,15.2,-0.38,facing_camera
2026-04-06T17:11:45.411527,S01,SESSION_001,True,0,0,0,facing_camera
2026-04-06T17:11:46.411529,S01,SESSION_001,True,0,0,0,facing_camera
2026-04-06T17:11:47.444583,S01,SESSION_001,True,0,0,0,facing_camera
2026-04-06T17:11:48.448154,S01,SESSION_001,True,4.04,-11.02,0.09,facing_camera
2026-04-06T17:11:49.448809,S01,SESSION_001,True,-3.0,-3.93,-0.1,facing_camera
2026-04-06T17:11:50.452484,S01,SESSION_001,True,0.33,-14.48,0.16,facing_camera
2026-04-06T17:11:51.478888,S01,SESSION_001,True,3.03,-19.19,0.26,not_facing_camera
2026-04-06T17:11:52.479889,S01,SESSION_001,True,2.79,-16.89,0.28,not_facing_camera
2026-04-06T17:11:53.481933,S01,SESSION_001,True,-0.72,-8.32,-0.01,facing_camera
2026-04-06T17:11:54.513072,S01,SESSION_001,True,-1.85,-6.24,-0.01,facing_camera
2026-04-06T17:11:55.515559,S01,SESSION_001,True,-1.55,-8.88,0.05,facing_camera
2026-04-06T17:11:56.547497,S01,SESSION_001,True,-2.56,-5.88,-0.01,facing_camera
2026-04-06T17:11:57.566120,S01,SESSION_001,True,-3.94,-4.36,-0.01,facing_camera
2026-04-06T17:11:58.596395,S01,SESSION_001,True,-4.72,-3.08,-0.12,facing_camera
2026-04-06T17:11:59.597394,S01,SESSION_001,True,-3.17,-3.48,-0.13,not_detected
2026-04-06T17:12:00.598396,S01,SESSION_001,True,-4.01,-3.81,-0.14,facing_camera
2026-04-06T17:12:01.614409,S01,SESSION_001,True,-5.44,-3.35,-0.14,facing_camera
2026-04-06T17:12:02.645448,S01,SESSION_001,True,-14.77,-0.19,-0.11,not_detected
2026-04-06T17:12:03.645825,S01,SESSION_001,True,-15.04,-0.58,-0.12,head_down
2026-04-06T17:12:04.647825,S01,SESSION_001,True,-1.72,-3.58,-0.13,head_down
2026-04-06T17:12:05.679822,S01,SESSION_001,True,-1.24,-3.42,-0.14,head_down
2026-04-06T17:12:06.695304,S01,SESSION_001,True,-0.11,-3.29,-0.13,facing_camera
2026-04-06T17:12:07.730337,S01,SESSION_001,True,2.48,4.25,-0.16,facing_camera
2026-04-06T17:12:08.733902,S01,SESSION_001,True,2.29,13.49,-0.27,facing_camera
2026-04-06T17:12:09.734865,S01,SESSION_001,True,1.78,13.8,-0.29,facing_camera
2026-04-06T17:12:10.763379,S01,SESSION_001,True,1.36,15.73,-0.32,facing_camera
2026-04-06T17:12:11.763687,S01,SESSION_001,True,1.07,13.02,-0.3,not_facing_camera
2026-04-06T17:12:12.764685,S01,SESSION_001,True,0.6,-5.93,-0.1,facing_camera
2026-04-06T17:12:13.794197,S01,SESSION_001,True,0,0,0,facing_camera
2026-04-06T17:12:14.798451,S01,SESSION_001,True,5.91,-26.31,0.51,not_facing_camera
2026-04-06T17:12:15.834321,S01,SESSION_001,True,3.7,-14.98,0.19,facing_camera
2026-04-06T17:12:16.863322,S01,SESSION_001,True,-0.4,6.66,-0.23,facing_camera
2026-04-06T17:12:17.879851,S01,SESSION_001,True,-2.24,14.97,-0.39,not_facing_camera
2026-04-06T17:12:18.880788,S01,SESSION_001,True,-0.73,-2.5,-0.14,facing_camera
2026-04-06T17:12:19.903939,S01,SESSION_001,False,0,0,0,not_detected
2026-04-06T17:12:20.929981,S01,SESSION_001,True,-14.59,0.27,-0.15,facing_camera
2026-04-06T17:12:21.965721,S01,SESSION_001,True,-13.82,0.03,-0.14,head_down
2026-04-06T17:12:22.979720,S01,SESSION_001,True,-12.94,-0.68,-0.16,head_down
2026-04-06T17:12:24.013299,S01,SESSION_001,True,-13.15,-0.77,-0.16,head_down
2026-04-06T17:12:25.030584,S01,SESSION_001,True,0.14,-3.58,-0.12,head_down
2026-04-06T17:12:26.063583,S01,SESSION_001,True,1.6,-4.86,-0.11,head_down
2026-04-06T17:12:27.067481,S01,SESSION_001,True,2.87,-5.11,-0.11,head_down
2026-04-06T17:12:28.096244,S01,SESSION_001,True,3.51,-5.7,-0.09,head_down
2026-04-06T17:12:29.113711,S01,SESSION_001,True,2.11,-5.3,-0.07,head_down
2026-04-06T17:12:30.145011,S01,SESSION_001,True,2.55,-3.17,-0.05,head_down
2026-04-06T17:12:31.145421,S01,SESSION_001,True,-4.36,-2.52,-0.08,head_down
2026-04-06T17:12:32.147388,S01,SESSION_001,True,-5.23,-3.99,-0.14,head_down
2026-04-06T17:12:33.179282,S01,SESSION_001,True,-2.24,-3.04,-0.08,not_detected
2026-04-06T17:12:34.196043,S01,SESSION_001,True,-4.8,-3.59,-0.16,facing_camera
2026-04-06T17:12:35.198040,S01,SESSION_001,True,-3.72,11.29,-0.4,facing_camera
2026-04-06T17:12:36.214088,S01,SESSION_001,True,-4.01,12.4,-0.43,facing_camera
2026-04-06T17:12:37.247213,S01,SESSION_001,True,-4.96,15.12,-0.52,not_facing_camera
2026-04-06T17:12:38.263246,S01,SESSION_001,True,-4.48,8.97,-0.39,facing_camera
2026-04-06T17:12:39.296086,S01,SESSION_001,True,1.22,-7.82,-0.02,facing_camera
2026-04-06T17:12:40.329600,S01,SESSION_001,True,4.09,-14.34,0.2,facing_camera
2026-04-06T17:12:41.347142,S01,SESSION_001,True,6.58,-21.49,0.45,not_facing_camera
2026-04-06T17:12:42.364108,S01,SESSION_001,True,-0.48,-1.71,-0.12,facing_camera
2026-04-06T17:12:43.383148,S01,SESSION_001,True,-14.01,-0.73,-0.13,head_down
2026-04-06T17:12:44.413975,S01,SESSION_001,True,-14.44,-0.64,-0.12,head_down
2026-04-06T17:12:45.445906,S01,SESSION_001,True,3.05,-4.91,-0.08,head_down
2026-04-06T17:12:46.479937,S01,SESSION_001,True,6.62,-5.53,-0.07,head_down
2026-04-06T17:12:47.495884,S01,SESSION_001,True,14.11,-8.56,-0.14,head_down
2026-04-06T17:12:48.496882,S01,SESSION_001,True,17.05,-8.71,-0.16,facing_camera
2026-04-06T17:12:49.511883,S01,SESSION_001,True,5.34,-5.05,-0.08,facing_camera
2026-04-06T17:12:50.511933,S01,SESSION_001,True,3.14,-4.88,-0.09,facing_camera
2026-04-06T17:12:51.529996,S01,SESSION_001,True,7.79,-15.3,0.17,facing_camera
2026-04-06T17:12:52.562506,S01,SESSION_001,True,9.4,-21.61,0.37,not_facing_camera
2026-04-06T17:12:53.564506,S01,SESSION_001,True,2.02,-4.13,-0.11,facing_camera
2026-04-06T17:12:54.586507,S01,SESSION_001,False,0,0,0,not_detected
2026-04-06T17:12:55.598788,S01,SESSION_001,True,1.92,11.73,-0.24,off_frame
2026-04-06T17:12:56.628821,S01,SESSION_001,True,0.32,-5.39,-0.12,facing_camera
2026-04-06T17:12:57.663820,S01,SESSION_001,True,0.67,9.83,-0.24,facing_camera
2026-04-06T17:12:58.679088,S01,SESSION_001,True,1.08,14.74,-0.33,not_facing_camera
2026-04-06T17:12:59.680050,S01,SESSION_001,True,1.8,-6.76,-0.07,facing_camera
2026-04-06T17:13:00.712064,S01,SESSION_001,True,-14.96,-0.83,-0.09,head_down
2026-04-06T17:13:01.712780,S01,SESSION_001,True,-8.54,-2.2,-0.08,head_down
2026-04-06T17:13:02.730748,S01,SESSION_001,True,2.57,-5.4,-0.1,head_down
2026-04-06T17:13:03.730804,S01,SESSION_001,True,2.62,-5.32,-0.1,facing_camera
2026-04-06T17:13:04.749824,S01,SESSION_001,True,2.5,-5.28,-0.1,facing_camera
